seqN,TreeNo,DeathAge,x,y,z,Year,Age,H,HB,GB,G0.1H,G0,G0.3,G1.3,G2.3,G3.3,G4.3,G5.3,G6.3,G7.3,G8.3,G9.3,G10.3,G11.3,G12.3,G13.3,G14.3,G15.3,G16.3,Vs
2541,59,100,11.17,10.57159946,8.33,1994,38,12.75,8.3,18.6,29.8,43.5,32.7,29.3,29.3,27.6,25.4,24.3,22.7,20.5,18.6,16,13,7.4,1.9,NA,NA,NA,NA,51.38
2542,60,21,9.83,10.95992423,9.1,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2543,61,100,8.83,11.04707997,9.3,1994,38,13.72,8.03,24.5,34.9,57,37.9,34.8,34.1,33.4,31.8,30,28.5,25.5,23.4,20.7,16.3,11.1,5.7,0.9,NA,NA,NA,77.05
2544,62,100,8.83,9.976908385,8.45,1994,38,14.09,7.89,24.8,33.8,59.3,38.2,33.5,33.2,32,30.5,29.1,27.5,25.6,22.8,20.4,17.2,13.5,7.8,2.8,NA,NA,NA,74.76
2545,63,27,7.83,10.3356002,8.85,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2546,64,100,6.5,9.916431548,8.7,1994,38,13.49,7.53,25.9,36.3,56.5,38.8,36.1,34.7,33.1,32,30,28.6,26.2,23.7,20.3,16.2,11.2,5.2,0.6,NA,NA,NA,78.6
2547,65,27,5.83,9.439740104,8.4,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2548,66,100,4.83,9.263346128,8.33,1994,38,12.13,6.48,20.1,25.4,37.4,28.1,25.2,24.5,23.5,22.5,20.7,19.9,17.7,15.9,13.4,8.2,3.1,NA,NA,NA,NA,NA,37.1
2549,67,31,4.17,8.522233408,7.75,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2550,68,36,3.83,8.016780569,7.25,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2551,69,100,2.83,7.576836875,7.2,1994,38,12.21,5.79,28.6,35.6,67.4,42,35.2,34,32.6,31,29.5,27,24.1,20.2,16.4,9.4,3.1,NA,NA,NA,NA,NA,73.21
2552,70,100,1.83,7.927542336,8,1994,38,9.95,5.77,21.7,30.7,57,34.9,30.2,28.3,26.8,24.2,22.5,18.6,15.7,7.3,2.7,NA,NA,NA,NA,NA,NA,NA,43.39
2553,71,100,0.5,6.446188454,7.8,1994,38,14.11,5.93,42.5,53.5,87.2,60.8,53.7,52.5,48.7,46.8,43.9,40.9,37.3,33.1,28.6,22.5,15.8,10.2,4.5,NA,NA,NA,171.3
2554,72,100,1.5,6.62258243,7.3,1994,38,7.2,3.92,13.7,24.3,36.2,25.1,22.5,19.4,15.2,10.2,6.9,2.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,14.95
2555,73,35,2.5,7.070512479,7,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2556,74,31,4.5,7.694836503,6.85,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2557,75,100,4.83,8.464710618,7.6,1994,38,10.6,8.3,10.6,26.7,33.8,28.8,26.5,25.5,22.1,20.4,18,14.9,12.9,10.6,6.1,1.3,NA,NA,NA,NA,NA,NA,30.48
2558,76,100,5.83,8.912640667,7.9,1994,38,13.76,7.1,27.2,36.6,53.9,40.4,37.3,34.8,34,32.5,30.8,28.8,26.6,25.1,22,18,13.2,7,1.6,NA,NA,NA,83.24
2559,77,100,6.83,9.089034643,7.9,1994,38,9.42,6.7,10.5,21.1,29.9,22.3,20.6,18,16.4,14.7,12.6,11.1,8.5,4.8,0.6,NA,NA,NA,NA,NA,NA,NA,16.46
2560,78,100,7.5,9.030640295,7.8,1994,38,9.8,5.62,13.3,22,33.3,25.2,21.5,19,17.6,15.9,13.8,11.8,10.3,7.2,1.9,NA,NA,NA,NA,NA,NA,NA,19.54
2561,79,100,9.83,9.889752643,8.15,1994,38,12.88,7.7,16.6,25.5,50.4,29.4,25.7,23.9,22.4,21,20,18.2,17.7,15.2,13.1,10.7,7.4,1.6,NA,NA,NA,NA,37.68
2562,80,100,12.17,9.422258486,7.25,1994,38,14.74,7.9,23.7,33.6,55.9,40,34,32.2,31.2,30.1,27.7,26.2,24.5,22.2,19.9,17.7,15,11.4,6,0.9,NA,NA,73.44
2563,81,28,11.83,8.389706211,6.4,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2564,82,100,10.83,8.740411672,6.9,1994,38,15.31,7.97,33.2,44.3,82,48.3,44.5,43.8,42,41,39,37,34.9,31.8,28.8,25.6,21,15.9,10.3,4.2,0.6,NA,137.59
2565,83,100,9.83,8.564017696,7,1994,38,13.98,6.58,33.2,40.8,54.9,47,41.4,39.9,38.2,36.5,34.5,32.5,30.6,25.8,24.1,18.2,13.2,8.2,2.8,NA,NA,NA,103.4
2566,84,100,7.83,8.20324339,7.1,1994,38,13.87,7.64,29.6,43.3,63.7,46.3,43,41.5,39.6,37.8,35.2,33,29.7,26.4,21.7,18.3,12.8,7.5,1.6,NA,NA,NA,107.47
2567,85,37,6.5,8.055610809,7.1,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2568,86,100,6.5,7.520525018,6.66,1994,38,13.96,8.59,21.6,31.5,49.6,33.9,31.6,30.5,29.9,28.4,27.4,25.8,24.4,22.2,20.1,17,13.2,7.9,2.2,NA,NA,NA,65.12
2569,87,100,5.83,6.780283855,5.85,1994,38,12.91,9.83,15.2,27.7,42.9,28.9,27.6,26.9,26,24.7,23.3,21.8,20.2,18.4,16.4,13.1,7.7,1.9,NA,NA,NA,NA,46.61
2570,88,100,4.83,6.867439598,6.15,1994,38,14.49,7.36,37.3,47.4,85,53.5,47.2,46.6,45.7,43.9,41.4,39.4,37.4,33.7,29.2,24.5,18.4,11.8,5.7,0.6,NA,NA,152.18
2571,89,100,0.17,5.412764621,7,1994,38,11.85,5.25,28.6,37.8,59.6,43.4,38,35.7,33.1,31.1,28.5,24.5,22.3,16.9,13,7.2,1.6,NA,NA,NA,NA,NA,71.27
2572,90,100,0.5,4.313831642,6,1994,38,13.12,5.32,39.4,47.2,62.1,49.2,47.3,45.4,43.9,41.2,39.4,35.9,32.2,27.7,22.1,16.6,9.1,3.5,NA,NA,NA,NA,123.95
2573,91,40,1.5,5.025311409,6.2,1994,38,8.3,6.8,7,20,31.3,22.7,19.4,16.8,14.3,12.3,10.1,8.1,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,13.44
2574,92,100,1.83,3.934364786,5.2,1994,38,12.06,5.45,33.1,43,73,46.7,42.8,40.6,38.1,35.8,33.6,30,26.1,20.6,15,8.6,2.8,NA,NA,NA,NA,NA,94.46
2575,93,39,2.83,4.909394272,5.2,1994,38,6.76,3.9,10.6,18.7,27.4,22.1,16.8,13.6,11.2,9.4,6.5,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.19
2576,94,100,4.83,5.00661886,4.4,1994,38,12.88,7.9,27.7,40.4,63.5,45,40.3,39.9,37.5,35.7,33.8,31.2,28.6,25.4,21.9,17.1,8.8,2.5,NA,NA,NA,NA,97.49
2577,95,100,5.83,5.446562553,4.75,1994,38,12.86,9.07,14.4,23.8,36.5,26.9,23.8,23.2,22.1,21.1,20.2,18.5,17.2,15.6,13.5,11.1,6.5,1.9,NA,NA,NA,NA,34.6
2578,96,100,6.5,6.458339789,5.6,1994,38,11.02,7.79,13.3,25.7,38.1,28.2,25.6,23.9,22.7,20.9,19,16.5,14.1,11.6,8.5,3.1,NA,NA,NA,NA,NA,NA,31.51
2579,97,34,7.5,6.634733765,5.75,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2580,98,34,7.83,7.40460788,6.4,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2581,99,29,8.83,6.782366345,5.7,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2582,100,30,9.83,7.493846113,6.1,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2583,101,100,11.5,6.821196586,5.25,1994,38,15.84,7.22,45.5,58.9,116,74.7,59.4,58,56.5,53.8,51.5,48.1,44.6,41.6,37.6,33.3,28,21.8,15.4,9.2,2.5,NA,250.02
2584,102,100,9.83,6.695210603,5.4,1994,38,10.06,6.65,13.1,24.2,39.7,28.8,23.4,22.4,20.3,18.3,16.1,13.6,11.5,7.1,2.8,NA,NA,NA,NA,NA,NA,NA,25.5
2585,103,100,10.83,3.41351282,2.8,1994,38,11.45,7.88,17.1,30.9,41.3,33.5,30.8,28.9,27.2,25.9,24.1,21.8,18.5,15.4,12.7,7.7,0.9,NA,NA,NA,NA,NA,48.04
2586,104,33,9.83,5.633025374,4.6,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2587,105,28,8.5,5.748942512,4.8,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2588,106,100,7.5,5.572548536,4.7,1994,38,14.06,9.03,23.4,35.1,55.5,39.1,35.2,34.3,33.6,31.9,31,29,27.3,24.7,22.3,18.7,14.8,9.4,3.4,NA,NA,NA,82.27
2589,107,100,6.5,4.861068769,4.25,1994,38,13.87,8.98,21.3,32,50,35.1,31.9,31.4,30.5,29.3,27.7,25.8,24.2,22.6,19.5,16.8,12.4,6.9,2.2,NA,NA,NA,66.56
2590,108,100,7.5,4.773913026,4.2,1994,38,14.74,10.4,21.1,34.6,51.6,38.5,34.6,33.9,33.1,32.1,31,29.4,27.5,25.3,23.5,21.2,16.9,13.6,6.8,1.6,NA,NA,84.17
2591,109,100,9.17,5.155462373,4.33,1994,38,11.41,8.09,12.9,21.5,28,23.3,21.9,20.9,20.1,19.1,17,15.7,14,12.4,9.6,5.3,0.6,NA,NA,NA,NA,NA,25.16
2592,110,100,10.83,4.483684403,3.66,1994,38,12.87,9.53,18.5,33.7,54.7,36.7,34,32.2,30.7,28.9,27.2,25.3,23,21.1,18.7,15.9,9.8,2.8,NA,NA,NA,NA,66.47
2593,111,33,11.83,3.861442869,3.1,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2594,112,30,9.83,4.035754354,3.5,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2595,113,100,8.83,3.859360378,3.4,1994,38,15.77,8.44,35.9,47.4,97,58.3,47.6,47.3,46.3,44.4,43.5,39.6,37.8,35.6,33,29.2,25.2,20.2,13.9,7.6,1.3,NA,172.14
2596,114,100,7.5,3.975277516,3.6,1994,38,12.73,8.67,16.2,31.7,46.1,34.8,31.2,29.8,27.6,25.5,23.1,21.1,18.9,17,15,11.4,7.5,1.6,NA,NA,NA,NA,51.07
2597,115,100,6.5,3.790897186,3.4,1994,38,13.15,9.98,16.1,29.1,47.5,33.7,29.2,27.7,26.6,25.6,24.2,22.9,21.2,19.5,17.1,14.5,11.1,5,NA,NA,NA,NA,52.88
2598,116,100,5.5,4.149589002,3.6,1994,38,11.21,6.32,21.3,28.8,45.2,31.5,28.9,28.1,26.5,24.4,22.8,21,18.4,14.6,11.5,6.5,NA,NA,NA,NA,NA,NA,44.19
2599,117,100,4.5,3.701658953,3.3,1994,38,11.92,7.6,24.8,37.5,67.6,47,37.3,34.9,33.3,31.6,29.1,27,25.3,22,17.3,9.9,4.6,NA,NA,NA,NA,NA,79.18
2600,118,100,3.17,3.817576091,4,1994,38,9.89,4.43,24.6,33.8,52.4,40,32.2,28.5,26.9,24.5,21.5,19.2,14.4,6.7,1.9,NA,NA,NA,NA,NA,NA,NA,45.44
2601,119,33,2.5,3.077334928,3.9,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2602,120,36,1.17,2.658166274,4.33,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2603,121,40,0.5,2.988096695,4.9,1994,38,6.41,4.13,11.1,19.1,30.1,21.4,18,15.9,13.4,9.5,3.7,0.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10.3
2604,122,100,0.83,1.36206428,3.4,1994,38,11.19,5.64,31.4,48,71.5,55.3,47.7,47.1,42.7,37.7,33.2,28.1,22.9,16.8,10.2,3.8,NA,NA,NA,NA,NA,NA,105.89
2605,123,100,2.5,1.743613627,2.67,1994,38,10.05,5.18,27.1,35.4,66.6,39.5,34.7,33.2,31,28.7,25.3,21.1,13.6,9.2,2.5,NA,NA,NA,NA,NA,NA,NA,56.74
2606,124,36,4.17,1.86959961,1.8,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2607,125,100,5.17,2.844629095,2.5,1994,38,10.45,6.91,16.2,26.5,44.5,29,26.3,24.7,22.9,21.3,19.5,17.2,13.3,9.5,5.5,0.8,NA,NA,NA,NA,NA,NA,32.61
2608,126,100,5.5,1.753682472,1.75,1994,38,15.08,7.27,41.4,49.8,88,60.6,50.2,49.6,48.2,47,45.2,43.3,41.7,38.2,33.8,30,23.6,17,10.3,3.5,NA,NA,184.47
2609,127,28,6.5,2.992261676,2.75,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2610,128,100,6.5,2.193626166,2.2,1994,38,14.47,7.54,25.9,36.7,52,38.9,36.9,35.8,34.3,32.7,31,28.5,26.5,23.8,21.8,18.7,14.4,10,4.9,0.6,NA,NA,83.37
2611,129,24,8.83,3.060724868,2.8,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2612,130,100,7.83,1.550609591,1.7,1994,38,15.39,8.44,41.5,58,87.8,67.2,58.5,56.9,54.8,52.8,49.6,46.2,43.7,40.8,37,32.5,27.2,19.2,11.9,5.3,0.9,NA,226.12
2613,131,36,9.83,3.237118844,2.8,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2614,132,100,11.5,3.091568754,2.6,1994,38,13.86,8.26,24.7,33.8,67,39.6,34.1,32.9,32.6,30.8,29.6,28,27.1,24.2,21.4,17.7,13.3,7.5,1.9,NA,NA,NA,79.07
2615,133,100,11.5,2.029383525,1.95,1994,38,12.39,8.67,17.4,32.3,68.5,39.9,31.8,30.2,29,27.3,25.9,23.4,20.6,18.4,15.7,9.1,4.5,0.6,NA,NA,NA,NA,60.31
2616,134,25,10.5,1.581453476,1.55,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2617,135,100,9.17,0.363649312,0.75,1994,38,13.14,9.8,18.5,33.1,50,37.7,33.1,31.7,30.9,30,28,26.2,24,21.8,19.4,17,9.5,3.4,NA,NA,NA,NA,67.96
2618,136,100,10.17,0.548029643,0.75,1994,38,11.95,8.91,15.9,32,42.5,36.2,31.6,30.1,28.5,26.1,24.2,22.5,19.9,17,14.4,11.1,4.1,NA,NA,NA,NA,NA,52.84
2619,137,25,11.5,0.695662223,0.8,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2620,138,35,11.17,-0.074211891,0.2,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2621,139,21,9.17,1.162284822,1.25,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2622,140,36,7.83,0.751974081,1.1,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2623,141,28,6.83,0.839129824,1.1,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2624,142,26,7.17,0.010861361,0.5,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2625,143,100,5.83,0.654749493,0.85,1994,38,9.09,6.5,11.3,20.1,29.3,21.6,19.2,18.1,17,15.4,13.5,11.3,7.7,2.8,NA,NA,NA,NA,NA,NA,NA,NA,16.15
2626,144,36,4.5,0.770666631,0.85,1994,38,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2627,145,100,3.17,0.359484332,1.15,1994,38,10.38,5.75,22.3,31.7,60.5,38.8,31.1,28.7,26.1,23.5,22.4,20.4,13.1,9.5,3.8,0.3,NA,NA,NA,NA,NA,NA,45.73
2628,146,38,1.5,0.505034423,2.3,1994,38,7.5,0,0,21.5,41.5,25.3,19.1,16.5,14.7,11.6,8,3.6,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2629,1,100,2.83,15.82674169,14.5,1995,39,9.04,5.39,19.5,30,55.5,34.4,30.1,27.7,24.7,22.4,19.5,15.3,9,4.5,NA,NA,NA,NA,NA,NA,NA,NA,37.61
2630,2,100,1.5,15.40757304,14.33,1995,39,10.55,5.15,34.4,43.8,78.5,48,43.5,42,39.6,36.5,33.5,29.6,25.4,17,7.3,0.6,NA,NA,NA,NA,NA,NA,95.21
2631,3,100,0.5,14.16899384,13.4,1995,39,11.55,7.96,23.3,32.3,52.4,35.7,32.6,30.9,30.1,28.2,26.8,25.9,23.3,20.3,15.9,10.1,1.6,NA,NA,NA,NA,NA,60.95
2632,4,32,1.5,14.34538781,13.45,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2633,5,32,2.5,15.05686758,14,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2634,6,100,3.83,15.73958595,14.3,1995,39,9.65,6.44,23.8,35.5,83,41.1,35.5,33.5,31.1,28.9,26.7,24.3,19.5,12.6,2.5,NA,NA,NA,NA,NA,NA,NA,64.96
2635,7,100,4.5,15.14610581,13.7,1995,39,9.75,4.91,21.9,29.6,50.2,33.2,28.8,27.3,25.2,22.5,19.6,17.1,12,9.2,1.9,NA,NA,NA,NA,NA,NA,NA,37.54
2636,8,100,5.83,15.56527447,13.85,1995,39,10.8,6.53,23.8,31.8,52.6,35.1,31.1,31.3,28.8,27.4,25.9,23.9,20.9,16.9,9.9,2.5,NA,NA,NA,NA,NA,NA,54.19
2637,9,100,7.83,15.39096298,13.6,1995,39,12.8,7.46,32.6,44.9,69.5,48.5,44.8,43.9,42.9,41.4,38.8,36.2,32.9,29,24.8,17.6,10.9,3.4,NA,NA,NA,NA,123.61
2638,10,40,9.17,15.537724,13.3,1995,39,6.81,4.43,9.3,19.4,27.3,20.3,17.8,15.4,12.8,9.4,5.2,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,9.68
2639,11,100,10.83,15.12949575,12.25,1995,39,8.82,5.73,14.2,26.1,44.7,29,25,22,20.5,17.7,15.2,11.9,7.3,2.5,NA,NA,NA,NA,NA,NA,NA,NA,24.82
2640,12,32,11.5,15.0711014,12.1,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2641,13,100,11.5,13.7373801,10.9,1995,39,13.47,9.22,20.3,35.4,52.6,38.3,35.6,33.5,32.1,30,28.2,26.5,24.9,22.6,20,15.4,11,5.3,0.9,NA,NA,NA,72.44
2642,14,28,10.5,13.82453585,11.3,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2643,15,35,9.5,14.44677738,12.15,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2644,16,26,9.17,14.47553877,12.25,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2645,17,100,6.83,14.14439742,12.45,1995,39,10.89,7.1,18.5,30.7,46.6,33.8,30.7,28.8,26.7,25.3,22.6,21,17.9,14.1,10.2,3.7,NA,NA,NA,NA,NA,NA,45.98
2646,18,100,4.5,14.3474703,13,1995,39,7.18,4.43,11.4,19.5,32.5,20.4,18.6,16.3,13.9,11.7,7.8,4.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,11.52
2647,19,27,3.5,13.63599053,12.5,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2648,20,100,2.5,13.45959656,12.5,1995,39,9.78,6.4,20.4,36.7,45.8,34.9,31.6,29.5,27.5,25.2,22.6,20.6,17.1,11.1,3.8,NA,NA,NA,NA,NA,NA,NA,45.57
2649,21,100,1.5,13.5467523,12.7,1995,39,11.6,6.48,24.5,34.6,59.5,38.6,34.3,33.1,30.9,28.9,27.2,24.6,21.9,18.8,12.8,7.5,1.3,NA,NA,NA,NA,NA,63.35
2650,22,100,0.17,13.39911972,12.85,1995,39,11.9,6.51,29.6,40.3,61.7,44.8,39.6,37.6,35.7,33.5,31.6,29.3,27.3,25,18.7,11.8,3.6,NA,NA,NA,NA,NA,87.37
2651,23,34,0.17,12.32894814,12.05,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2652,24,100,1.5,12.213031,11.6,1995,39,12.49,6.87,27.9,36.6,67.8,39.8,36.5,35,33.9,32.5,30.4,28.4,26.3,23.3,19.4,13.1,6.9,0.9,NA,NA,NA,NA,79.92
2653,25,100,2.5,12.66096105,11.7,1995,39,10.13,6.84,22.8,35.9,50,37.8,34.9,33.7,31.2,29.1,26.6,24.3,21.1,15.2,2.6,NA,NA,NA,NA,NA,NA,NA,59.34
2654,26,38,3.83,12.80859363,11.66,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2655,27,100,4.5,12.48664956,11.25,1995,39,10.56,7.99,12.2,22.9,36,25.2,22.9,21,19.7,18.1,16.7,15.2,13.5,10.8,7.2,0.9,NA,NA,NA,NA,NA,NA,25.06
2656,28,100,4.83,13.5200734,12.15,1995,39,11.18,7.68,18.8,29.8,46.7,32.1,29.3,28.3,26.8,25.6,23.8,21.6,19.9,16.3,10,4,NA,NA,NA,NA,NA,NA,46.45
2657,29,21,NA,NA,NA,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2658,30,100,7.17,13.58766503,11.85,1995,39,12.83,6.71,26.2,36.7,53.5,39.5,36.4,34.7,33.5,31.4,29.3,26.9,24.9,20.7,16.5,12.1,6.5,1.6,NA,NA,NA,NA,73
2659,31,100,9.17,13.41335355,11.25,1995,39,13.15,8.24,26.3,36.9,53.8,41.1,37,36.1,34.7,33,31.3,29,27.7,24.3,20.4,15.4,10,4,NA,NA,NA,NA,83.09
2660,32,100,11.5,13.21028067,10.5,1995,39,11.25,8.21,14.5,29.5,42.3,30.1,29.4,27.8,25.9,23.5,21.7,18.7,16.5,13.9,10.8,6.6,NA,NA,NA,NA,NA,NA,41.03
2661,33,100,9.5,12.84950636,10.7,1995,39,13.84,8.44,27.1,40.6,60.6,45.6,41.4,39.4,37.6,35.5,34.2,32,29.8,27.1,23.7,20.9,15.4,8.9,3,NA,NA,NA,103.29
2662,34,21,NA,NA,NA,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2663,35,36,7.83,12.19642094,10.5,1995,39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2664,36,100,5.83,12.90581822,11.5,1995,39,11.96,7.78,22.5,33.9,46.8,36.3,33.6,33.2,31.2,29.3,27.5,25.5,23.2,19.9,15.9,9.6,2.8,NA,NA,NA,NA,NA,63.18
2665,37,100,5.83,11.83564663,10.5,1995,39,9.63,7.66,10,23.5,33.5,25.1,22.1,20.4,18.4,16.3,14.1,12.4,10.7,6.3,1.4,NA,NA,NA,NA,NA,NA,NA,20.65
2666,38,100,6.5,11.77725229,10.3,1995,39,12.6,7.88,25.8,39.9,56.5,44.8,39.8,38.6,37,34.6,31.8,29.7,26.5,23.9,19.4,12.8,6.1,0.9,NA,NA,NA,NA,88.87
2667,39,100,5.17,11.62961971,10.3,1995,39,11.88,7.56,20.6,31.7,46,34.2,31.5,30.5,29.2,26.9,25.2,23.4,20.8,17.6,13.2,8.1,2.2,NA,NA,NA,NA,NA,53.67
2668,40,100,4.17,11.98032517,10.8,1995,39,10.87,8.97,10.3,26,35.8,28,25.9,23.5,22,19.8,18.5,16.9,14.5,11.9,8,2.8,NA,NA,NA,NA,NA,NA,30.64
2669,41,100,3.83,11.7464084,10.66,1995,39,12.04,6.31,27.1,34.7,52.8,39.9,35,34,32,30.1,28.6,27.1,23.7,20.3,16.1,10.7,3.4,NA,NA,NA,NA,NA,69.01
2670,42,100,2.83,11.29847835,10.33,1995,39,9.11,5.89,21.1,29.6,42.9,32.5,29,27.8,26.5,24.8,22.7,19.6,14.5,6.6,NA,NA,NA,NA,NA,NA,NA,NA,40.08
2671,43,100,2.17,11.62753722,10.8,1995,39,11.08,7.4,22.4,35.3,59.4,37.9,34.6,32.9,31.6,29.2,27.5,25,22.4,16.8,10.7,3,NA,NA,NA,NA,NA,NA,62.71
2672,44,100,1.83,11.12208438,10.45,1995,39,8.68,5.29,12.3,22.8,33.7,24.2,21.9,19.6,17.3,15.1,12.1,8.8,6.7,1.9,NA,NA,NA,NA,NA,NA,NA,NA,17.61
